tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,type_totals,component_totals,spec_totals
TA-00005,S-0066,2013-09-01,0,0,Yes,250,4.89642394128743,SP-0029,19.05,1.24,109.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,1,22.4150498266777,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,2,12.8503307868219,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,5,7.1137250101545195,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,10,5.1996683785603395,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,25,4.050677987792319,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,50,3.73630531428921,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,100,3.5944203023541803,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00012,S-0066,2013-08-11,0,0,Yes,250,3.51095853062769,SP-0039,6.35,0.71,207.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00013,S-0026,1992-07-21,50,1,No,1,10.0042843709486,SP-0028,38.1,1.65,106.0,3,76.2,N,N,N,N,NONE,NONE,1,0,0,1,1.0,3
TA-00014,S-0066,2013-03-17,0,0,Yes,1,21.994958908987698,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,2,12.430239869131901,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,5,6.690852033406959,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,10,4.77957746087034,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,25,3.6305870701023197,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,50,3.31621439659921,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,100,3.1743293846641802,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00014,S-0066,2013-03-17,0,0,Yes,250,3.0880855538801404,SP-0029,12.7,0.89,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00021,S-0030,2014-02-10,1,1,No,1,3.4330608770163,SP-0041,6.35,2.375,81.0,6,19.05,N,N,N,N,NONE,NONE,0,0,0,2,4.0,3
TA-00022,S-0013,2011-07-27,1,1,No,1,8.5631777791379,SP-0039,12.7,0.89,101.0,6,25.4,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,4
TA-00024,S-0066,2013-08-01,0,0,Yes,1,20.9349944080613,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,2,11.3702753682055,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,5,5.63366959153809,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,10,3.7196129599439103,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,25,2.57340462823345,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,50,2.25624989567278,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,100,2.1143648837377502,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00024,S-0066,2013-08-01,0,0,Yes,250,2.03090311201126,SP-0039,9.52,0.71,99.0,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,1,20.7819811598961,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,2,11.2172621200403,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,5,5.47787428431531,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,10,3.56659971177868,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,25,2.41760932101067,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,50,2.10323664750755,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,100,1.9613516355725198,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00025,S-0066,2013-08-01,0,0,Yes,250,1.87788986384603,SP-0039,9.52,0.71,65.0,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00027,S-0062,1993-09-24,30,1,No,1,2.73754611262888,SP-0035,6.35,0.89,105.0,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,0
TA-00028,S-0062,2011-06-24,3,0,Yes,5,16.709046699643302,SP-0028,12.7,1.65,104.0,3,127.0,N,N,N,N,EF-003,NONE,1,0,0,1,1.0,3
TA-00028,S-0062,2011-06-24,3,0,Yes,10,10.151733500998802,SP-0028,12.7,1.65,104.0,3,127.0,N,N,N,N,EF-003,NONE,1,0,0,1,1.0,3
TA-00031,S-0014,2002-07-29,2,0,Yes,2,25.0190571045442,SP-0028,9.52,0.89,52.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00031,S-0014,2002-07-29,2,0,Yes,4,14.586335638732901,SP-0028,9.52,0.89,52.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00031,S-0014,2002-07-29,2,0,Yes,6,11.1087618167958,SP-0028,9.52,0.89,52.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00031,S-0014,2002-07-29,2,0,Yes,8,9.3699749058273,SP-0028,9.52,0.89,52.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00031,S-0014,2002-07-29,2,0,Yes,10,8.326702759246169,SP-0028,9.52,0.89,52.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00031,S-0014,2002-07-29,2,0,Yes,12,7.63118799485875,SP-0028,9.52,0.89,52.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00034,S-0062,2014-08-07,50,0,Yes,1,94.0252499680063,SP-0028,25.4,1.65,55.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00034,S-0062,1993-02-02,280,1,Yes,1,4.82965452390623,SP-0028,25.4,1.65,55.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00034,S-0062,2014-08-07,50,0,Yes,6,22.6626530827996,SP-0028,25.4,1.65,55.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00034,S-0062,2014-08-07,50,0,Yes,10,16.9538678967077,SP-0028,25.4,1.65,55.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00034,S-0062,2014-08-07,50,0,Yes,20,11.676301864535999,SP-0028,25.4,1.65,55.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00034,S-0062,2014-08-07,50,0,Yes,50,8.96935840154015,SP-0028,25.4,1.65,55.0,2,50.8,N,N,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00037,S-0062,1994-09-01,600,1,No,1,1.56351719034292,SP-0029,9.52,0.71,29.0,4,19.05,N,N,N,N,EF-008,EF-019,0,0,0,2,2.0,4
TA-00046,S-0026,2010-11-19,15,1,No,1,228.148317132476,SP-0028,50.8,1.65,118.0,4,101.6,Y,Y,N,N,EF-023,NONE,1,0,0,1,1.0,4
TA-00047,S-0072,2006-04-12,10,1,No,1,7.83427830605988,SP-0035,12.7,1.24,130.0,6,38.1,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,3
TA-00048,S-0026,2009-09-01,180,20,No,1,2.94063642383,SP-0028,25.4,1.65,70.0,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,2
TA-00052,S-0066,2013-10-01,0,0,Yes,1,29.5593774864653,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,2,17.699459724131,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,5,10.582952654919,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,10,8.20985627882909,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,25,6.7882241004212,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,50,6.379261418961401,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,100,6.19286346210557,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00052,S-0066,2013-10-01,0,0,Yes,250,6.081581099803589,SP-0029,25.4,1.65,96.0,1,63.5,N,N,N,N,EF-003,EF-003,2,0,0,4,5.0,0
TA-00054,S-0064,2005-06-21,5,0,Yes,2,38.7874673803575,SP-0029,9.52,1.24,92.0,8,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00054,S-0064,2005-06-21,5,0,Yes,3,27.9596935283742,SP-0029,9.52,1.24,92.0,8,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00054,S-0064,2005-06-21,5,0,Yes,4,22.593101606360896,SP-0029,9.52,1.24,92.0,8,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00054,S-0064,2005-06-21,5,0,Yes,6,16.575507864881,SP-0029,9.52,1.24,92.0,8,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,1,28.646862115589,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,2,16.7869443532547,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,5,9.67043728404266,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,10,7.300122967010339,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,25,5.87570872954491,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,50,5.4695281071426605,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,100,5.28034809122928,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00056,S-0066,2013-09-01,0,0,Yes,250,5.16906572892729,SP-0029,15.88,1.65,128.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-00058,S-0072,2014-07-29,2,0,Yes,2,11.915558943485301,SP-0019,6.35,0.71,50.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,3
TA-00058,S-0072,2014-07-29,2,0,Yes,4,8.646639550864379,SP-0019,6.35,0.71,50.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,3
TA-00058,S-0072,2014-07-29,2,0,Yes,6,7.22778943151405,SP-0019,6.35,0.71,50.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,3
TA-00058,S-0072,2014-07-29,2,0,Yes,8,6.451594954457691,SP-0019,6.35,0.71,50.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,3
TA-00061,S-0066,2013-06-01,0,0,Yes,1,21.3217006170607,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,2,11.7569815772049,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,5,6.020375800537489,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,10,4.10631916894332,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,25,2.9573287781752997,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,50,2.64295610467219,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,100,2.50107109273716,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00061,S-0066,2013-06-01,0,0,Yes,250,2.41760932101067,SP-0039,6.35,0.71,107.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00062,S-0041,2014-06-03,200,60,No,60,2.37587843514742,SP-0035,9.52,0.89,53.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00063,S-0041,2014-06-03,200,40,No,40,1.54960689505517,SP-0035,9.52,0.89,12.0,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00064,S-0041,2014-06-03,300,60,No,60,2.18391636017649,SP-0029,25.4,1.65,89.0,5,50.8,N,N,N,N,NONE,NONE,0,0,0,0,0.0,0
TA-00066,S-0062,1999-04-06,8821,1,No,1,1.26305481212755,SP-0028,12.7,0.89,3.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,2,2.0,3
TA-00068,S-0026,2002-08-19,701,1,Yes,1,4.78792363804299,SP-0028,25.4,1.65,52.0,3,50.8,Y,Y,N,N,EF-003,EF-009,0,0,0,1,1.0,4
TA-00073,S-0026,2000-07-05,115,1,No,1,10.7470941393144,SP-0028,12.7,0.89,61.0,2,127.0,N,N,N,N,EF-003,EF-003,0,1,0,1,1.0,5
TA-00076,S-0066,2013-08-11,0,0,Yes,1,22.506857775576897,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,2,12.9421387357211,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,5,7.2027508999961,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,10,5.291476327459481,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,25,4.14248593669146,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,50,3.8253312041307996,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,100,3.6862282512533198,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00076,S-0066,2013-08-11,0,0,Yes,250,3.59998442046928,SP-0039,6.35,0.71,218.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00077,S-0066,2012-04-05,5,0,Yes,3,35.3043294403054,SP-0046,21.7,2.8,92.0,4,55.0,N,N,N,N,EF-021,EF-021,0,0,0,1,2.0,0
TA-00077,S-0066,2012-04-05,5,0,Yes,6,23.1578595950435,SP-0046,21.7,2.8,92.0,4,55.0,N,N,N,N,EF-021,EF-021,0,0,0,1,2.0,0
TA-00077,S-0066,2012-04-05,5,0,Yes,9,18.792808933748,SP-0046,21.7,2.8,92.0,4,55.0,N,N,N,N,EF-021,EF-021,0,0,0,1,2.0,0
TA-00077,S-0066,2012-04-05,5,0,Yes,12,16.2472248960901,SP-0046,21.7,2.8,92.0,4,55.0,N,N,N,N,EF-021,EF-021,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,1,21.6054706409308,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,2,12.040751601075002,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,5,6.301363765350009,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,10,4.38730713375583,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,25,3.24109880204537,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,50,2.92394406948471,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,100,2.7820590575496698,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00078,S-0066,2013-06-01,0,0,Yes,250,2.69859728582318,SP-0039,6.35,0.71,133.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,1,21.538701223549598,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,2,11.9739821836938,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,5,6.23459434796882,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,10,4.3205377163746395,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,25,3.1743293846641802,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,50,2.85717465210351,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,100,2.7180716992260296,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00080,S-0066,2013-08-11,0,0,Yes,250,2.6318278684419902,SP-0039,6.35,0.71,125.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00082,S-0066,2013-08-11,0,0,Yes,1,21.4914062195712,SP-0039,6.35,0.71,103.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00082,S-0066,2013-08-11,0,0,Yes,2,11.9266871797154,SP-0039,6.35,0.71,103.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00082,S-0066,2013-08-11,0,0,Yes,5,6.18729934399047,SP-0039,6.35,0.71,103.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00082,S-0066,2013-08-11,0,0,Yes,10,4.2732427123963,SP-0039,6.35,0.71,103.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
TA-00082,S-0066,2013-08-11,0,0,Yes,25,3.12703438068583,SP-0039,6.35,0.71,103.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,1,2.0,0
